Cromossomo: 0,IDs: [45, 48, 29, 46],Nomes: [Dev45, Dev48, Dev29, Dev46],Fit: [0.70, 0.90, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 1,IDs: [47, 7, 94, 85],Nomes: [Dev47, Dev7, Dev94, Dev85],Fit: [0.80, 0.90, 0.60, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 2,IDs: [56, 16, 38, 89],Nomes: [Dev56, Dev16, Dev38, Dev89],Fit: [0.80, 0.60, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 3,IDs: [17, 97, 55, 62],Nomes: [Dev17, Dev97, Dev55, Dev62],Fit: [0.70, 0.70, 0.70, 0.60],Nível: [Senior, Middle, Junior, Master],Total Fit: 0.03
Cromossomo: 4,IDs: [324, 7, 161, 402],Nomes: [Dev324, Dev7, Dev161, Dev402],Fit: [0.80, 0.8926775937560101, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.40
Cromossomo: 5,IDs: [45, 48, 29, 46],Nomes: [Dev45, Dev48, Dev29, Dev46],Fit: [0.70, 0.90, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 6,IDs: [47, 16, 38, 85],Nomes: [Dev47, Dev16, Dev38, Dev85],Fit: [0.8, 0.731053124606639, 0.7279640645030359, 0.8],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 7,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 8,IDs: [324, 7, 161, 402],Nomes: [Dev324, Dev7, Dev161, Dev402],Fit: [0.80, 0.8926775937560101, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.40
Cromossomo: 9,IDs: [56, 48, 17, 62],Nomes: [Dev56, Dev48, Dev17, Dev62],Fit: [0.80, 0.90, 0.70, 0.60],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 10,IDs: [305, 181, 29, 136],Nomes: [Dev305, Dev181, Dev29, Dev136],Fit: [0.80, 0.90, 0.7846595069624174, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 11,IDs: [47, 16, 38, 46],Nomes: [Dev47, Dev16, Dev38, Dev46],Fit: [0.7935982988287617, 0.795170172801308, 0.7428593109774012, 0.8],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 12,IDs: [447, 7, 29, 62],Nomes: [Dev447, Dev7, Dev29, Dev62],Fit: [0.80, 0.90, 0.7738013558042187, 0.6530241563937624],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 13,IDs: [324, 7, 161, 402],Nomes: [Dev324, Dev7, Dev161, Dev402],Fit: [0.80, 0.8926775937560101, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.40
Cromossomo: 14,IDs: [56, 97, 38, 89],Nomes: [Dev56, Dev97, Dev38, Dev89],Fit: [0.80, 0.70, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 15,IDs: [305, 181, 17, 136],Nomes: [Dev305, Dev181, Dev17, Dev136],Fit: [0.8, 0.9, 0.7016353766193092, 0.7900507046531434],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 16,IDs: [447, 7, 29, 62],Nomes: [Dev447, Dev7, Dev29, Dev62],Fit: [0.80, 0.90, 0.7738013558042187, 0.6530241563937624],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 17,IDs: [56, 97, 38, 89],Nomes: [Dev56, Dev97, Dev38, Dev89],Fit: [0.8, 0.7413245627315128, 0.8, 0.8],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 18,IDs: [414, 181, 27, 211],Nomes: [Dev414, Dev181, Dev27, Dev211],Fit: [0.80, 0.90, 0.80, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 19,IDs: [82, 28, 17, 46],Nomes: [Dev82, Dev28, Dev17, Dev46],Fit: [0.70, 0.80, 0.70, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 20,IDs: [447, 7, 29, 62],Nomes: [Dev447, Dev7, Dev29, Dev62],Fit: [0.80, 0.90, 0.7738013558042187, 0.6530241563937624],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 21,IDs: [425, 174, 448, 211],Nomes: [Dev425, Dev174, Dev448, Dev211],Fit: [0.80, 0.80, 0.80, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.61
Cromossomo: 22,IDs: [414, 97, 27, 89],Nomes: [Dev414, Dev97, Dev27, Dev89],Fit: [0.8, 0.7470859263299373, 0.8, 0.8317785051173682],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 23,IDs: [82, 16, 65, 46],Nomes: [Dev82, Dev16, Dev65, Dev46],Fit: [0.70, 0.60, 0.60, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 24,IDs: [447, 7, 29, 62],Nomes: [Dev447, Dev7, Dev29, Dev62],Fit: [0.80, 0.90, 0.7738013558042187, 0.6530241563937624],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 25,IDs: [82, 181, 389, 46],Nomes: [Dev82, Dev181, Dev389, Dev46],Fit: [0.711787196570468, 0.90, 0.70, 0.8224848861861442],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 26,IDs: [425, 16, 65, 211],Nomes: [Dev425, Dev16, Dev65, Dev211],Fit: [0.7804691848697453, 0.6453431857399445, 0.6023864976145845, 0.934210242592258],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 27,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 28,IDs: [447, 7, 29, 62],Nomes: [Dev447, Dev7, Dev29, Dev62],Fit: [0.80, 0.90, 0.7738013558042187, 0.6530241563937624],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 29,IDs: [425, 16, 389, 211],Nomes: [Dev425, Dev16, Dev389, Dev211],Fit: [0.78000724528851, 0.6476408173034527, 0.6655940909779772, 0.8853069603576098],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 30,IDs: [82, 181, 65, 46],Nomes: [Dev82, Dev181, Dev65, Dev46],Fit: [0.7434290861775447, 0.8532344019072273, 0.6254352454147554, 0.871061389748872],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.09
Cromossomo: 31,IDs: [55, 8, 27, 85],Nomes: [Dev55, Dev8, Dev27, Dev85],Fit: [0.70, 0.70, 0.70, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 32,IDs: [447, 7, 29, 62],Nomes: [Dev447, Dev7, Dev29, Dev62],Fit: [0.80, 0.90, 0.7738013558042187, 0.6530241563937624],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 33,IDs: [425, 16, 448, 211],Nomes: [Dev425, Dev16, Dev448, Dev211],Fit: [0.7755460504793129, 0.70, 0.80, 0.8777901870863751],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.73
Cromossomo: 34,IDs: [55, 8, 27, 211],Nomes: [Dev55, Dev8, Dev27, Dev211],Fit: [0.7296007882711861, 0.6905281649857883, 0.6839634474713736, 0.8561654257890365],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.06
Cromossomo: 35,IDs: [97, 53, 85, 17],Nomes: [Dev97, Dev53, Dev85, Dev17],Fit: [0.70, 0.60, 0.80, 0.70],Nível: [Middle, Junior, Master, Senior],Total Fit: 0.03
Cromossomo: 36,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 37,IDs: [447, 7, 29, 62],Nomes: [Dev447, Dev7, Dev29, Dev62],Fit: [0.80, 0.90, 0.7738013558042187, 0.6530241563937624],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 38,IDs: [55, 16, 448, 211],Nomes: [Dev55, Dev16, Dev448, Dev211],Fit: [0.747478847321345, 0.6970989565347718, 0.7847040942158812, 0.8632148608820964],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 39,IDs: [53, 85, 97, 17],Nomes: [Dev53, Dev85, Dev97, Dev17],Fit: [0.60, 0.80, 0.70, 0.70],Nível: [Junior, Master, Middle, Senior],Total Fit: 0.03
Cromossomo: 40,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 41,IDs: [447, 16, 448, 62],Nomes: [Dev447, Dev16, Dev448, Dev62],Fit: [0.7820130623906059, 0.7188921493021256, 0.80, 0.7253853497263377],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 42,IDs: [55, 7, 29, 211],Nomes: [Dev55, Dev7, Dev29, Dev211],Fit: [0.7674193939302987, 0.8454844103377087, 0.7750372228725714, 0.8219853287164731],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.58
Cromossomo: 43,IDs: [45, 85, 28, 65],Nomes: [Dev45, Dev85, Dev28, Dev65],Fit: [0.70, 0.80, 0.80, 0.60],Nível: [Junior, Master, Middle, Senior],Total Fit: 0.14
Cromossomo: 44,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 45,IDs: [447, 7, 448, 211],Nomes: [Dev447, Dev7, Dev448, Dev211],Fit: [0.7814619573328533, 0.7953377017054916, 0.7897539096209767, 0.8152789008156183],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.57
Cromossomo: 46,IDs: [55, 16, 29, 62],Nomes: [Dev55, Dev16, Dev29, Dev62],Fit: [0.7681564191448271, 0.7475999821377038, 0.7828991558239988, 0.7339325559372494],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.36
Cromossomo: 47,IDs: [17, 45, 46, 48],Nomes: [Dev17, Dev45, Dev46, Dev48],Fit: [0.70, 0.70, 0.80, 0.90],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 48,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 49,IDs: [365, 7, 29, 211],Nomes: [Dev365, Dev7, Dev29, Dev211],Fit: [0.80, 0.7875280337137419, 0.7840577849287317, 0.7910258932763342],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.57
Cromossomo: 50,IDs: [55, 16, 448, 62],Nomes: [Dev55, Dev16, Dev448, Dev62],Fit: [0.7726391629143451, 0.7616621398977991, 0.7882126781798409, 0.7353548262372647],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 51,IDs: [48, 104, 89, 94],Nomes: [Dev48, Dev104, Dev89, Dev94],Fit: [0.90, 0.60, 0.80, 0.60],Nível: [Middle, Junior, Master, Senior],Total Fit: 0.03
Cromossomo: 52,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 53,IDs: [365, 7, 29, 211],Nomes: [Dev365, Dev7, Dev29, Dev211],Fit: [0.7961164166558298, 0.7747608892889493, 0.785026610439739, 0.7815210831557791],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.56
Cromossomo: 54,IDs: [291, 270, 448, 62],Nomes: [Dev291, Dev270, Dev448, Dev62],Fit: [0.80, 0.80, 0.7862606271048342, 0.7513705456307305],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.38
Cromossomo: 55,IDs: [38, 81, 97, 85],Nomes: [Dev38, Dev81, Dev97, Dev85],Fit: [0.80, 0.80, 0.70, 0.80],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.25
Cromossomo: 56,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 57,IDs: [291, 270, 29, 211],Nomes: [Dev291, Dev270, Dev29, Dev211],Fit: [0.7999884485212125, 0.7972239826303427, 0.7853601152176692, 0.7793426896493112],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.60
Cromossomo: 58,IDs: [365, 7, 448, 62],Nomes: [Dev365, Dev7, Dev448, Dev62],Fit: [0.796194336113383, 0.777657367442001, 0.7859449017964109, 0.7557011383604307],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.56
Cromossomo: 59,IDs: [38, 28, 85, 56],Nomes: [Dev38, Dev28, Dev85, Dev56],Fit: [0.80, 0.80, 0.80, 0.80],Nível: [Senior, Middle, Master, Junior],Total Fit: 0.03
Cromossomo: 60,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 61,IDs: [365, 7, 29, 62],Nomes: [Dev365, Dev7, Dev29, Dev62],Fit: [0.7966604539002977, 0.7853197908307175, 0.7855293263141181, 0.7606636833669874],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 62,IDs: [291, 270, 448, 211],Nomes: [Dev291, Dev270, Dev448, Dev211],Fit: [0.7995085581090537, 0.7901289403027023, 0.7856652659392438, 0.7768784401406792],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 63,IDs: [82, 28, 38, 85],Nomes: [Dev82, Dev28, Dev38, Dev85],Fit: [0.70, 0.80, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 64,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 65,IDs: [365, 7, 29, 85],Nomes: [Dev365, Dev7, Dev29, Dev85],Fit: [0.7795137817679954, 0.7872027570160967, 0.7897461546419702, 0.7900190432339906],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.57
Cromossomo: 66,IDs: [82, 28, 38, 62],Nomes: [Dev82, Dev28, Dev38, Dev62],Fit: [0.7254189662757317, 0.7936072595394712, 0.7989483193659042, 0.7741120623703961],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 67,IDs: [94, 97, 55, 89],Nomes: [Dev94, Dev97, Dev55, Dev89],Fit: [0.60, 0.70, 0.70, 0.80],Nível: [Senior, Middle, Junior, Master],Total Fit: 0.03
Cromossomo: 68,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 69,IDs: [365, 28, 29, 85],Nomes: [Dev365, Dev28, Dev29, Dev85],Fit: [0.767983286034355, 0.7904509380808067, 0.7911149647178577, 0.7844846096533915],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.16
Cromossomo: 70,IDs: [308, 183, 38, 136],Nomes: [Dev308, Dev183, Dev38, Dev136],Fit: [0.80, 0.80, 0.7963261759157941, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 71,IDs: [94, 55, 48, 89],Nomes: [Dev94, Dev55, Dev48, Dev89],Fit: [0.60, 0.70, 0.90, 0.80],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 72,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 73,IDs: [365, 28, 38, 136],Nomes: [Dev365, Dev28, Dev38, Dev136],Fit: [0.7727564568039771, 0.79173179492026, 0.7948133244024295, 0.7955794388055968],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.16
Cromossomo: 74,IDs: [119, 183, 29, 211],Nomes: [Dev119, Dev183, Dev29, Dev211],Fit: [0.80, 0.80, 0.7926796187457513, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 75,IDs: [55, 97, 17, 89],Nomes: [Dev55, Dev97, Dev17, Dev89],Fit: [0.70, 0.70, 0.70, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 76,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 77,IDs: [365, 28, 38, 89],Nomes: [Dev365, Dev28, Dev38, Dev89],Fit: [0.7711125943950743, 0.7883774838344929, 0.7639339724917555, 0.7985921422160845],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.16
Cromossomo: 78,IDs: [425, 181, 17, 198],Nomes: [Dev425, Dev181, Dev17, Dev198],Fit: [0.80, 0.90, 0.7192459857342653, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 79,IDs: [53, 48, 65, 85],Nomes: [Dev53, Dev48, Dev65, Dev85],Fit: [0.60, 0.90, 0.60, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 80,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 81,IDs: [365, 181, 351, 311],Nomes: [Dev365, Dev181, Dev351, Dev311],Fit: [0.7676971515342315, 0.90, 0.90, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.37
Cromossomo: 82,IDs: [53, 28, 38, 89],Nomes: [Dev53, Dev28, Dev38, Dev89],Fit: [0.6025051385210262, 0.815839619427447, 0.7016029953880747, 0.7989362830074682],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 83,IDs: [81, 48, 17, 46],Nomes: [Dev81, Dev48, Dev17, Dev46],Fit: [0.80, 0.90, 0.70, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 84,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 85,IDs: [437, 181, 351, 62],Nomes: [Dev437, Dev181, Dev351, Dev62],Fit: [0.80, 0.90, 0.8270139710079137, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.40
Cromossomo: 86,IDs: [82, 7, 38, 85],Nomes: [Dev82, Dev7, Dev38, Dev85],Fit: [0.70, 0.90, 0.80, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 87,IDs: [365, 48, 17, 46],Nomes: [Dev365, Dev48, Dev17, Dev46],Fit: [0.7760340276657476, 0.9, 0.7595085548203186, 0.8],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 88,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 89,IDs: [82, 181, 38, 62],Nomes: [Dev82, Dev181, Dev38, Dev62],Fit: [0.7438302154871177, 0.9, 0.8128819332499626, 0.8],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.26
Cromossomo: 90,IDs: [119, 7, 94, 46],Nomes: [Dev119, Dev7, Dev94, Dev46],Fit: [0.80, 0.90, 1.00, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.04
Cromossomo: 91,IDs: [89, 65, 48, 45],Nomes: [Dev89, Dev65, Dev48, Dev45],Fit: [0.80, 0.60, 0.90, 0.70],Nível: [Master, Senior, Middle, Junior],Total Fit: 0.03
Cromossomo: 92,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 93,IDs: [82, 7, 38, 46],Nomes: [Dev82, Dev7, Dev38, Dev46],Fit: [0.7616019287558589, 0.9, 0.813852693939398, 0.8],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 94,IDs: [119, 181, 94, 311],Nomes: [Dev119, Dev181, Dev94, Dev311],Fit: [0.7852741092813761, 0.90, 1.00, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 95,IDs: [81, 48, 65, 89],Nomes: [Dev81, Dev48, Dev65, Dev89],Fit: [0.80, 0.90, 0.60, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 96,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 97,IDs: [119, 7, 94, 136],Nomes: [Dev119, Dev7, Dev94, Dev136],Fit: [0.776339778036608, 0.90, 0.9237678634594293, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 98,IDs: [82, 181, 94, 311],Nomes: [Dev82, Dev181, Dev94, Dev311],Fit: [0.7634661806260986, 0.9, 0.9230101822508143, 0.8],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 99,IDs: [56, 97, 65, 89],Nomes: [Dev56, Dev97, Dev65, Dev89],Fit: [0.80, 0.70, 0.60, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 100,IDs: [425, 8, 27, 211],Nomes: [Dev425, Dev8, Dev27, Dev211],Fit: [0.7735124190032967, 0.6907323469378277, 0.7357923044809707, 0.8723804516251731],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.15
Cromossomo: 101,IDs: [82, 97, 351, 198],Nomes: [Dev82, Dev97, Dev351, Dev198],Fit: [0.7662336089494909, 0.738817605368041, 0.90, 0.80],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 102,IDs: [56, 181, 94, 89],Nomes: [Dev56, Dev181, Dev94, Dev89],Fit: [0.7919367602430359, 0.8578693168647435, 0.7750085206978026, 0.8],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
